BATCH_SIZE	EPOCHS		LEARNING_RATE	SEED		Final Accuracy

10		20		0.10		02		0.966
10		30		0.10		02		0.966
10		10		0.10		02		0.900
05		20		0.10		02		0.966
05		20		0.20		02		0.833
05		20		0.30		02		0.833
05		20		0.05		02		0.966
05		20		0.01		02		0.966
05		20		0.10		10		1.000
05		20		0.10		05		0.966
05		20		0.10		08		0.933
05		20		0.10		09		1.000
